path_id	path	area	textual_hunks	parent_blob	audited_blob
P314	tests/test-sycl-model-repro.cpp	test	2	35847d4f5f455b4c0bb86920ece70b3fe1043854	7f99e6083006529ad8fb669a662b630843473aa3
P315	tests/test-sycl-moe-q8-scratch.cpp	test	1	0f2524fe6034ead7a533a451c70f03c3eb91e8c4	1aaa8d011deb85191c9d3a3ff71e3b5a64e381aa
P316	tests/test-sycl-pointer-types.cpp	test	1	6e228e1bf019655cdc4ec9c7ccdc1032e0f7e2d1	19d10010da1fa51b260e4e3856f6fc5d73ca1831
P317	tests/test-sycl-soa.cpp	test	1	9c2247fb605b33d70f00e0698b9331006b0f942e	b23ce704bf7bc268f360ed9c0055a5b4ba24d4de
P318	tests/test-tiered-memory-integration.sh	test	3	387601d96f712334b08c067892bd0de4ee6f1991	f64191db629d1584bf29d960c89af8a30299716a
P319	tests/test-tiled-weight-loading.cpp	test	8	6619606d288ebb855dc44e7b6ad1be5899cdfe61	99f9c8b0edc7833368a3af9a7eebe7c13b9ccbcb
P320	tests/test-unified-cache-bugs.cpp	test	2	f1d14441e6bcbb56af4a3bd6487e20b53351980e	f5808517b0783144f317caed0fb693339b80f5b1
P321	tests/test-unified-cache-concurrent.cpp	test	2	fd363675cb697db374cf96b0726c33b9f367ee62	b25309f22e7b56c6a7fbc63e794fb823cfc55822
P322	tests/test-unified-cache-integrity.cpp	test	2	91ec6efeb4e71acf870ff5d78e4bd2ac5c374199	02c8144980fbd31b9c3ae6098366cf88aacb44c9
P323	tests/test-unified-cache-unpin-event.cpp	test	2	8ba3e8fdec7b1f1c5b9431026412544ac71c3d4a	c41a990872ee1b2fdb6b3e3f560f3ae3c2a31d41
P324	tests/test-unified-kv-sycl.sh	test	5	047a49c0c187d3189ba8db5834fa8c56691b126c	f0cdca8eff4f93263071caa63cf82394d63ac738
P325	tests/test-weight-loading.cpp	test	1	30ea07cc880ade3d67d7c28c093a8b6129f840e2	70282908399e85ec4a7e7c5173c2451c1ae6f495
P326	tests/test-xmx-host-streaming.cpp	test	1	90bfccb6b2e15b587b20989de3334f699945f476	b757ebd6ac923c522cbc0227856d075a1ef585dc
P327	tests/test_dmmv_soa.cpp	test	1	6db304ef0435dedd54b7862e43c3709d132e744b	af4c25031f76f468a8450d58e748bfdc2811e0e5
P328	tests/test_mmq_soa.cpp	test	1	2269f7742ee183950a6067919e2122f4dd6ddf0f	27efe36320082da7ca48af1d240f0b285e0fb359
P329	tools/cli/cli.cpp	tooling	2	af40adbb4cec729bd8414cb5d345f7f866809b86	eb1f5af1320342befea56dbc9a772c7662aa5536
P330	tools/llama-bench/llama-bench.cpp	tooling	4	c415bb75649a874463a2aca9936c03ebeea21c7d	954d8f3f9d124126dfd1c1a52beafd371a4cfae9
P331	tools/server/server-context.cpp	tooling	3	078e7eb8dfa0e824e53c3e8070c82c713919eb43	67f89085b1a0244acaffb8833071f4027b05a485
P332	tools/server/server-queue.cpp	tooling	2	588e1a82b1828f59f67c2f249a6a7fd2b4c69174	0546ce7ffed526f0d6ca3c782ad6bfcbf0b4602c
P333	tools/sycl-kernel-bench/CMakeLists.txt	tooling	1	beb43e9b2dd3538264256c89e65db9c8b72ee3f8	036a6bea340b2588b7bb190254c0c1f25aa4d6c1
P334	tools/sycl-kernel-bench/benchmark_harness.hpp	tooling	3	b1188ac7d4b75f6699ab0f04a3aef82512266ce3	7e06a76d7343f347d51b9f186164d97472879f36
P335	tools/sycl-kernel-bench/kernel_registry.hpp	tooling	1	c7616c5fd2c4871c2e26d08011c6fc74624c674d	be089709d9e597dfdc96f7446b48f9b9c8d59abd
P336	tools/sycl-kernel-bench/kernels/reference/mxfp4_inline_dot.cpp	tooling	32	1841266afc8c5479fee09ac2cbf2470421686cd4	24fd8077b18b88e129ceee8d8ee05d20630d339a
P337	tools/sycl-kernel-bench/kernels/reference/reference_kernels.hpp	tooling	1	dee3887da847763cf21b10b96d8b09603225473e	8282b40f04c2a6383264ab10f7bbd7345a2c145a
P338	tools/ui/package-lock.json	tooling	29	4d012c819900582ff6082c4bde5124d27dbbcee7	6c5e080054c87ba620905a4762973ab4d95e6479
